,section,path,text
10,.123b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D123b,"ὥσπερ ἄνευ μαρτύρων λεγόμενα: νυνὶ δὲ ἐμὲ ποίησαι μάρτυρα, καὶ ἐναντίον ἐμοῦ κάτειπε τίς ἐστιν αὕτη ἡ σοφία ἧς ἐπιθυμεῖς. φέρε γάρ, εἰ ἐπεθύμεις ταύτης ᾗ οἱ ἄνθρωποι τὰ πλοῖα κυβερνῶσιν, καὶ ἐγώ σε ἐτύγχανον ἀνερωτῶν: ὦ Θέαγες, τίνος ἐνδεὴς ὢν σοφίας μέμφῃ τῷ πατρὶ ὅτι οὐκ ἐθέλει σε συνιστάναι παρ᾽ ὧν ἂν σὺ σοφὸς γένοιο; τί ἄν μοι ἀπεκρίνω; τίνα αὐτὴν εἶναι; ἆρα οὐ κυβερνητικήν; ναί.
"
11,.123c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D123c," εἰ δὲ ἐπιθυμῶν ταύτην τὴν σοφίαν εἶναι σοφὸς ᾗ τὰ ἅρματα κυβερνῶσιν εἶτ᾽ ἐμέμφου τῷ πατρί, ἐμοῦ αὖ ἐρωτῶντος τίς ἐστιν αὕτη ἡ σοφία, τίνα ἂν ἀπεκρίνω αὐτὴν εἶναι; ἆρ᾽ οὐχὶ ἡνιοχικήν; ναί. ἧς δὲ δὴ νῦν τυγχάνεις ἐπιθυμῶν, πότερον ἀνώνυμός τίς ἐστιν ἢ ἔχει ὄνομα; οἶμαι ἔγωγε ἔχειν. πότερον οὖν αὐτὴν μὲν οἶσθα, οὐ μέντοι τό γε ὄνομα, ἢ καὶ τὸ ὄνομα; καὶ τὸ ὄνομα ἔγωγε. τί οὖν ἔστιν; εἰπέ.
"
12,.123d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D123d," τί δὲ ἄλλο, ὦ Σώκρατες, αὐτῇ ὄνομά τις φαίη ἂν εἶναι ἀλλ᾽ ἢ σοφίαν; οὐκοῦν καὶ ἡ ἡνιοχεία σοφία ἐστίν; ἢ ἀμαθία δοκεῖ σοι εἶναι; οὐκ ἔμοιγε. ἀλλὰ σοφία; ναί. ἧι τί χρώμεθα; οὐχ ᾗ ἵππων ἐπιστάμεθα ζεύγους ἄρχειν; ναί. οὐκοῦν καὶ ἡ κυβερνητικὴ σοφία ἐστίν; ἔμοιγε δοκεῖ. ἆρ᾽ οὐχ αὕτη ᾗ πλοίων ἐπιστάμεθα ἄρχειν; αὕτη μὲν οὖν. ἧς δὲ δὴ σὺ ἐπιθυμεῖς ἡ σοφία τίς ἐστιν; ᾗ τίνος
"
13,.123e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D123e,"ἐπιστάμεθα ἄρχειν; ἐμοὶ μὲν δοκεῖ, ᾗ τῶν ἀνθρώπων. μῶν ᾗ τῶν καμνόντων; οὐ δῆτα. ἰατρικὴ γὰρ αὕτη ἐστίν: ἦ γάρ; ναί. ἀλλ᾽ ᾗ τῶν ᾀδόντων ἐπιστάμεθα ἐν τοῖς χοροῖς ἄρχειν; οὔ. μουσικὴ γὰρ αὕτη γε; πάνυ γε. ἀλλ᾽ ᾗ τῶν γυμναζομένων ἐπιστάμεθα ἄρχειν; οὔ. γυμναστικὴ γὰρ αὕτη γε; ναί. ἀλλ᾽ ᾗ τῶν τί ποιούντων; προθυμοῦ εἰπεῖν ὥσπερ ἐγὼ σοὶ τὰ ἔμπροσθεν.
"
14,.124a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D124a," ἧι τῶν ἐν τῇ πόλει, ἔμοιγε δοκεῖ. οὐκοῦν ἐν τῇ πόλει εἰσὶν καὶ οἱ κάμνοντες; ναί, ἀλλ᾽ οὐ τούτων λέγω μόνον, ἀλλὰ καὶ τῶν ἄλλων τῶν ἐν τῇ πόλει. ἆρά γε μανθάνω ἣν λέγεις τέχνην; δοκεῖς γάρ μοι λέγειν οὐχ ᾗ τῶν θεριζόντων ἐπιστάμεθα ἄρχειν καὶ τρυγώντων καὶ τῶν φυτευόντων καὶ σπειρόντων καὶ ἁλοώντων: αὕτη μὲν γὰρ γεωργική, ᾗ τούτων ἄρχομεν. ἦ γάρ; ναί.
"
15,.124b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D124b," οὐδέ γε οἶμαι ᾗ τῶν πριζόντων καὶ τρυπώντων καὶ ξεόντων καὶ τορνευόντων συμπάντων ἐπιστάμεθα ἄρχειν, οὐ ταύτην λέγεις: αὕτη μὲν γὰρ οὐ τεκτονική; ναί. ἀλλ᾽ ἴσως ᾗ τούτων τε πάντων καὶ αὐτῶν τῶν γεωργῶν καὶ τῶν τεκτόνων καὶ τῶν δημιουργῶν ἁπάντων καὶ τῶν ἰδιωτῶν καὶ τῶν γυναικῶν καὶ ἀνδρῶν, ταύτην ἴσως λέγεις τὴν σοφίαν. ταύτην πάλαι, ὦ Σώκρατες, βούλομαι λέγειν.
"
16,.124c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D124c," ἔχεις οὖν εἰπεῖν, Αἴγισθος ὁ Ἀγαμέμνονα ἀποκτείνας ἐν Ἄργει ἆρα τούτων ἦρχεν ὧν σὺ λέγεις, τῶν τε δημιουργῶν καὶ ἰδιωτῶν καὶ ἀνδρῶν καὶ γυναικῶν συμπάντων, ἢ ἄλλων τινῶν; οὔκ, ἀλλὰ τούτων. τί δὲ δή; Πηλεὺς ὁ Αἰακοῦ ἐν Φθίᾳ οὐ τῶν αὐτῶν τούτων ἦρχεν; ναί. Περίανδρον δὲ τὸν Κυψέλου ἄρχοντα ἐν Κορίνθῳ ἤδη ἀκήκοας γενέσθαι; ἔγωγε. οὐ τῶν αὐτῶν τούτων ἄρχοντα ἐν τῇ αὑτοῦ πόλει;
"
17,.124d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D124d," ναί. τί δὲ Ἀρχέλαον τὸν Περδίκκου, τὸν νεωστὶ τοῦτον ἄρχοντα ἐν Μακεδονίᾳ; οὐ τῶν αὐτῶν ἡγῇ τούτων ἄρχειν; ἔγωγε. Ἱππίαν δὲ τὸν Πεισιστράτου ἐν τῇδε τῇ πόλει ἄρξαντα τίνων οἴει ἄρξαι; οὐ τούτων; πῶς γὰρ οὔ; εἴποις ἂν οὖν μοι τίνα ἐπωνυμίαν ἔχει Βάκις τε καὶ Σίβυλλα καὶ ὁ ἡμεδαπὸς Ἀμφίλυτος; τίνα γὰρ ἄλλην, ὦ Σώκρατες, πλήν γε χρησμῳδοί;
"
18,.124e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D124e," ὀρθῶς λέγεις. ἀλλὰ καὶ τούσδε μοι οὕτω πειρῶ ἀποκρίνασθαι, τίνα ἐπωνυμίαν ἔχει Ἱππίας καὶ Περίανδρος διὰ τὴν αὐτὴν ἀρχήν; οἶμαι μὲν τύραννοι: τί γὰρ ἄλλο; οὐκοῦν ὅστις ἐπιθυμεῖ τῶν ἀνθρώπων τῶν ἐν τῇ πόλει συμπάντων ἄρχειν, τῆς αὐτῆς ἀρχῆς τούτοις ἐπιθυμεῖ, τυραννικῆς, καὶ τύραννος εἶναι; φαίνεται. οὐκοῦν ταύτης ἐπιθυμεῖν σὺ φῄς; ἔοικέν γε ἐξ ὧν ἐγὼ εἶπον. ὦ μιαρέ, τυραννεῖν ἄρα ἡμῶν ἐπιθυμῶν πάλαι
"
19,.125a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D125a,"ἐμέμφου τῷ πατρὶ ὅτι σε οὐκ ἔπεμπεν εἰς διδασκάλου τυραννοδιδασκάλου τινός; καὶ σύ, ὦ Δημόδοκε, οὐκ αἰσχύνῃ πάλαι εἰδὼς οὗ ἐπιθυμεῖ οὗτος, καὶ ἔχων ὅθι πέμψας αὐτὸν δημιουργὸν ἂν ἐποίησας τῆς σοφίας ἧς ἐπιθυμεῖ, ἔπειτα φθονεῖς τε αὐτῷ καὶ οὐκ ἐθέλεις πέμπειν; ἀλλὰ νῦν—ὁρᾷς; — ἐπειδὴ ἐναντίον ἐμοῦ κατείρηκέ σου, κοινῇ βουλευώμεθα ἐγώ τε καὶ σὺ ἐς τίνος ἂν αὐτὸν πέμποιμεν καὶ διὰ τὴν τίνος συνουσίαν σοφὸς ἂν γένοιτο τύραννος;
"
20,.125b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D125b," ναὶ μὰ Δία, ὦ Σώκρατες, βουλευώμεθα δῆτα, ὡς δοκεῖ γέ μοι βουλῆς δεῖν περὶ τούτου οὐ φαύλης. ἔασον, ὠγαθέ. διαπυθώμεθα αὐτοῦ πρῶτον ἱκανῶς. πυνθάνου δή. τί οὖν ἂν εἰ Εὐριπίδῃ τι προσχρησαίμεθα, ὦ Θέαγες; Εὐριπίδης γάρ πού φησιν—σοφοὶ τύραννοι τῶν σοφῶν συνουσίᾳ:σοπη. φρ. 14.1εἰ οὖν ἔροιτό τις τὸν Εὐριπίδην: ὦ Εὐριπίδη, τῶν τί
"
21,.125c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D125c,"σοφῶν συνουσίᾳ φῂς σοφοὺς εἶναι τοὺς τυράννους; ὥσπερ ἂν εἰ εἰπόντα—σοφοὶ γεωργοὶ τῶν σοφῶν συνουσίᾳ,ἠρόμεθα τῶν τί σοφῶν; τί ἂν ἡμῖν ἀπεκρίνατο; ἆρ᾽ ἂν ἄλλο τι ἢ τῶν τὰ γεωργικά; οὔκ, ἀλλὰ τοῦτο. τί δὲ εἰ εἶπε—σοφοὶ μάγειροι τῶν σοφῶν συνουσίᾳ,εἰ ἠρόμεθα: τῶν τί σοφῶν; τί ἂν ἡμῖν ἀπεκρίνατο; οὐχ ὅτι τῶν μαγείρων; ναί. τί δ᾽ εἰ—σοφοὶ παλαισταὶ τῶν σοφῶν συνουσίᾳεἶπεν, εἰ ἠρόμεθα: τῶν τί σοφῶν; ἆρα οὐκ ἂν τῶν
"
22,.125d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D125d,"παλαίειν ἔφη; ναί. ἐπειδὴ δὲ εἶπε—σοφοὶ τύραννοι τῶν σοφῶν συνουσίᾳ,σοπη. φραγ. 14.1ἡμῶν ἐρωτώντων: τῶν τί σοφῶν λέγεις, ὦ Εὐριπίδη; τί ἂν φαίη; ποῖα ἂν εἶναι ταῦτα; ἀλλὰ μὰ Δί᾽ οὐκ οἶδ᾽ ἔγωγε. ἀλλὰ βούλει ἐγώ σοι εἴπω; εἰ σὺ βούλει. ταῦτ᾽ ἐστὶν ἅπερ ἔφη Ἀνακρέων τὴν Καλλικρίτην ἐπίστασθαι: ἢ οὐκ οἶσθα τὸ ᾆσμα; ἔγωγε. τί οὖν; τοιαύτης τινὸς καὶ σὺ συνουσίας ἐπιθυμεῖς
"
23,.125e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D125e,"ἀνδρὸς ὅστις τυγχάνει ὁμότεχνος ὢν Καλλικρίτῃ τῇ Κυάνης καὶ ἐπίσταται τυραννικά, ὥσπερ ἐκείνην ἔφη ὁ ποιητής, ἵνα καὶ σὺ ἡμῖν τύραννος γένῃ καὶ τῇ πόλει; πάλαι, ὦ Σώκρατες, σκώπτεις καὶ παίζεις πρός με. τί δέ; οὐ ταύτης φῂς τῆς σοφίας ἐπιθυμεῖν ᾗ πάντων ἂν τῶν πολιτῶν ἄρχοις; τοῦτο δὲ ποιῶν ἄλλο τι ἢ τύραννος ἂν εἴης; εὐξαίμην μὲν ἂν οἶμαι ἔγωγε τύραννος γενέσθαι,
"
24,.126a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D126a,"μάλιστα μὲν πάντων ἀνθρώπων, εἰ δὲ μή, ὡς πλείστων: καὶ σύ γ᾽ ἂν οἶμαι καὶ οἱ ἄλλοι πάντες ἄνθρωποι—ἔτι δέ γε ἴσως μᾶλλον θεὸς γενέσθαι—ἀλλ᾽ οὐ τούτου ἔλεγον ἐπιθυμεῖν. ἀλλὰ τί δή ἐστί ποτε οὗ ἐπιθυμεῖς; οὐ τῶν πολιτῶν φῂς ἄρχειν ἐπιθυμεῖν; οὐ βίᾳ γε οὐδ᾽ ὥσπερ οἱ τύραννοι ἀλλ᾽ ἑκόντων, ὥσπερ καὶ οἱ ἄλλοι οἱ ἐν τῇ πόλει ἐλλόγιμοι ἄνδρες. ἆρά γε λέγεις ὥσπερ Θεμιστοκλῆς καὶ Περικλῆς καὶ Κίμων καὶ ὅσοι τὰ πολιτικὰ δεινοὶ γεγόνασιν; νὴ Δία τούτους λέγω. τί οὖν εἰ τὰ ἱππικὰ ἐτύγχανες ἐπιθυμῶν σοφὸς
"
25,.126b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D126b,"γενέσθαι; παρὰ τίνας ἂν ἀφικόμενος ᾠήθης δεινὸς ἔσεσθαι ἱππεύς; ἦ παρ᾽ ἄλλους τινὰς ἢ τοὺς ἱππικούς; μὰ Δία οὐκ ἔγωγε. ἀλλὰ παρ᾽ αὐτοὺς αὖ τοὺς δεινοὺς ὄντας ταῦτα, καὶ οἷς εἰσίν τε ἵπποι καὶ χρῶνται ἑκάστοτε καὶ οἰκείοις καὶ ἀλλοτρίοις πολλοῖς. δῆλον ὅτι. τί δὲ εἰ τὰ ἀκοντιστικὰ σοφὸς ἐβούλου γενέσθαι; οὐ παρὰ τοὺς ἀκοντιστικοὺς ᾤου ἂν ἐλθὼν σοφὸς ἔσεσθαι τούτους, οἷς ἔστιν τε ἀκόντια καὶ πολλοῖς καὶ ἀλλοτρίοις καὶ
"
26,.126c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D126c,"οἰκείοις ἑκάστοτε χρῶνται ἀκοντίοις; ἔμοιγε δοκεῖ. λέγε δή μοι: ἐπεὶ δὲ δὴ τὰ πολιτικὰ βούλει σοφὸς γενέσθαι, οἴει παρ᾽ ἄλλους τινὰς ἀφικόμενος σοφὸς ἔσεσθαι ἢ τοὺς πολιτικοὺς τούτους, τοὺς αὐτούς τε δεινοὺς ὄντας τὰ πολιτικὰ καὶ χρωμένους ἑκάστοτε τῇ τε αὑτῶν πόλει καὶ ἄλλαις πολλαῖς, καὶ Ἑλληνίσιν προσομιλοῦντας πόλεσιν καὶ βαρβάροις; ἢ δοκεῖς ἄλλοις τισὶν συγγενόμενος σοφὸς ἔσεσθαι ταῦτα ἅπερ οὗτοι, ἀλλ᾽ οὐκ αὐτοῖς τούτοις;
"
27,.126d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D126d," ἀκήκοα γάρ, ὦ Σώκρατες, οὕς σέ φασιν λέγειν τοὺς λόγους, ὅτι τούτων τῶν πολιτικῶν ἀνδρῶν οἱ ὑεῖς οὐδὲν βελτίους εἰσὶν ἢ οἱ τῶν σκυτοτόμων: καί μοι δοκεῖς ἀληθέστατα λέγειν ἐξ ὧν ἐγὼ δύναμαι αἰσθέσθαι. ἀνόητος ἂν οὖν εἴην εἰ οἰοίμην τινὰ τούτων ἐμοὶ μὲν ἂν παραδοῦναι τὴν αὑτοῦ σοφίαν, τὸν δὲ ὑὸν τὸν αὑτοῦ μηδὲν ὠφελῆσαι, εἴ τι οἷός τ᾽ ἦν εἰς ταῦτα ὠφελεῖν ἄλλον ὁντιναοῦν ἀνθρώπων. τί οὖν ἄν, ὦ βέλτιστε ἀνδρῶν, χρήσαιο σαυτῷ, εἴ σοι ἐπειδὴ γένοιτο ὑὸς τοιαῦτα πράγματα παρέχοι, καὶ φαίη
"
28,.126e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0175%3atext%3dTheag.%3Asection%3D126e,"μὲν ἂν ἐπιθυμεῖν ἀγαθὸς γενέσθαι ζωγράφος, καὶ μέμφοιτο σοὶ τῷ πατρὶ ὅτι οὐκ ἐθέλεις ἀναλίσκειν εἰς αὐτὸν τούτων αὐτῶν ἕνεκα ἀργύριον, τοὺς δὲ δημιουργοὺς αὐτοῦ τούτου, τοὺς ζωγράφους, ἀτιμάζοι τε καὶ μὴ βούλοιτο παρ᾽ αὐτῶν μανθάνειν; ἢ τοὺς αὐλητάς, βουλόμενος αὐλητὴς γενέσθαι, ἢ τοὺς κιθαριστάς; ἔχοις ἂν αὐτῷ ὅτι χρῷο καὶ ὅποι πέμποις ἄλλοσε μὴ ἐθέλοντα παρὰ τούτων μανθάνειν; μὰ Δία οὐκ ἔγωγε.
"
