,section,path,text
10,.385d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D385d," πῶς γὰρ οὔ; ὃ ἂν ἄρα ἕκαστος φῇ τῳ ὄνομα εἶναι, τοῦτό ἐστιν ἑκάστῳ ὄνομα; ναί. ἦ καὶ ὁπόσα ἂν φῇ τις ἑκάστῳ ὀνόματα εἶναι, τοσαῦτα ἔσται καὶ τότε ὁπόταν φῇ; οὐ γὰρ ἔχω ἔγωγε, ὦ Σώκρατες, ὀνόματος ἄλλην ὀρθότητα ἢ ταύτην, ἐμοὶ μὲν ἕτερον εἶναι καλεῖν ἑκάστῳ ὄνομα, ὃ ἐγὼ ἐθέμην, σοὶ δὲ ἕτερον, ὃ αὖ σύ. οὕτω δὲ καὶ
"
11,.385e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D385e,"ταῖς πόλεσιν ὁρῶ ἰδίᾳ ἑκάσταις ἐνίοις ἐπὶ τοῖς αὐτοῖς κείμενα ὀνόματα, καὶ Ἕλλησι παρὰ τοὺς ἄλλους Ἕλληνας, καὶ Ἕλλησι παρὰ βαρβάρους. φέρε δὴ ἴδωμεν, ὦ Ἑρμόγενες, πότερον καὶ τὰ ὄντα οὕτως ἔχειν σοι φαίνεται, ἰδίᾳ αὐτῶν ἡ οὐσία εἶναι ἑκάστῳ, ὥσπερ Πρωταγόρας ἔλεγεν λέγων πάντων χρημάτων
"
12,.386a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D386a,"μέτρον εἶναι ἄνθρωπον—ὡς ἄρα οἷα μὲν ἂν ἐμοὶ φαίνηται τὰ πράγματα εἶναι, τοιαῦτα μὲν ἔστιν ἐμοί: οἷα δ᾽ ἂν σοί, τοιαῦτα δὲ σοί—ἢ ἔχειν δοκεῖ σοι αὐτὰ αὑτῶν τινα βεβαιότητα τῆς οὐσίας; ἤδη ποτὲ ἔγωγε, ὦ Σώκρατες, ἀπορῶν καὶ ἐνταῦθα ἐξηνέχθην εἰς ἅπερ Πρωταγόρας λέγει: οὐ πάνυ τι μέντοι μοι δοκεῖ οὕτως ἔχειν. τί δέ; ἐς τόδε ἤδη ἐξηνέχθης, ὥστε μὴ πάνυ σοι
"
13,.386b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D386b,"δοκεῖν εἶναί τινα ἄνθρωπον πονηρόν; οὐ μὰ τὸν Δία, ἀλλὰ πολλάκις δὴ αὐτὸ πέπονθα, ὥστε μοι δοκεῖν πάνυ πονηροὺς εἶναί τινας ἀνθρώπους, καὶ μάλα συχνούς. τί δέ; πάνυ χρηστοὶ οὔπω σοι ἔδοξαν εἶναι ἄνθρωποι; καὶ μάλα ὀλίγοι. ἔδοξαν δ᾽ οὖν; ἔμοιγε. πῶς οὖν τοῦτο τίθεσαι; ἆρ᾽ ὧδε: τοὺς μὲν πάνυ χρηστοὺς πάνυ φρονίμους, τοὺς δὲ πάνυ πονηροὺς πάνυ ἄφρονας;
"
14,.386c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D386c," ἔμοιγε δοκεῖ οὕτως. οἷόν τε οὖν ἐστιν, εἰ Πρωταγόρας ἀληθῆ ἔλεγεν καὶ ἔστιν αὕτη ἡ ἀλήθεια, τὸ οἷα ἂν δοκῇ ἑκάστῳ τοιαῦτα καὶ εἶναι, τοὺς μὲν ἡμῶν φρονίμους εἶναι, τοὺς δὲ ἄφρονας; οὐ δῆτα. καὶ ταῦτά γε, ὡς ἐγᾦμαι, σοὶ πάνυ δοκεῖ, φρονήσεως οὔσης καὶ ἀφροσύνης μὴ πάνυ δυνατὸν εἶναι Πρωταγόραν ἀληθῆ λέγειν: οὐδὲν γὰρ ἄν που τῇ ἀληθείᾳ ὁ ἕτερος τοῦ ἑτέρου φρονιμώτερος εἴη, εἴπερ ἃ ἂν ἑκάστῳ
"
15,.386d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D386d,"δοκῇ ἑκάστῳ ἀληθῆ ἔσται. ἔστι ταῦτα. ἀλλὰ μὴν οὐδὲ κατ᾽ Εὐθύδημόν γε οἶμαι σοὶ δοκεῖ πᾶσι πάντα ὁμοίως εἶναι ἅμα καὶ ἀεί: οὐδὲ γὰρ ἂν οὕτως εἶεν οἱ μὲν χρηστοί, οἱ δὲ πονηροί, εἰ ὁμοίως ἅπασι καὶ ἀεὶ ἀρετή τε καὶ κακία εἴη. ἀληθῆ λέγεις. οὐκοῦν εἰ μήτε πᾶσι πάντα ἐστὶν ὁμοίως ἅμα καὶ ἀεί, μήτε ἑκάστῳ ἰδίᾳ ἕκαστον τῶν ὄντων ἐστίν, δῆλον δὴ
"
16,.386e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D386e,"ὅτι αὐτὰ αὑτῶν οὐσίαν ἔχοντά τινα βέβαιόν ἐστι τὰ πράγματα, οὐ πρὸς ἡμᾶς οὐδὲ ὑφ᾽ ἡμῶν ἑλκόμενα ἄνω καὶ κάτω τῷ ἡμετέρῳ φαντάσματι, ἀλλὰ καθ᾽ αὑτὰ πρὸς τὴν αὑτῶν οὐσίαν ἔχοντα ᾗπερ πέφυκεν. δοκεῖ μοι, ὦ Σώκρατες, οὕτω. πότερον οὖν αὐτὰ μὲν ἂν εἴη οὕτω πεφυκότα, αἱ δὲ πράξεις αὐτῶν οὐ κατὰ τὸν αὐτὸν τρόπον; ἢ οὐ καὶ αὗται ἕν τι εἶδος τῶν ὄντων εἰσίν, αἱ πράξεις; πάνυ γε καὶ αὗται.
"
17,.387a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D387a," κατὰ τὴν αὑτῶν ἄρα φύσιν καὶ αἱ πράξεις πράττονται, οὐ κατὰ τὴν ἡμετέραν δόξαν. οἷον ἐάν τι ἐπιχειρήσωμεν ἡμεῖς τῶν ὄντων τέμνειν, πότερον ἡμῖν τμητέον ἐστὶν ἕκαστον ὡς ἂν ἡμεῖς βουλώμεθα καὶ ᾧ ἂν βουληθῶμεν, ἢ ἐὰν μὲν κατὰ τὴν φύσιν βουληθῶμεν ἕκαστον τέμνειν τοῦ τέμνειν τε καὶ τέμνεσθαι καὶ ᾧ πέφυκε, τεμοῦμέν τε καὶ πλέον τι ἡμῖν ἔσται καὶ ὀρθῶς πράξομεν τοῦτο, ἐὰν δὲ παρὰ φύσιν, ἐξαμαρτησόμεθά τε καὶ οὐδὲν πράξομεν;
"
18,.387b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D387b," ἔμοιγε δοκεῖ οὕτω. οὐκοῦν καὶ ἐὰν κάειν τι ἐπιχειρήσωμεν, οὐ κατὰ πᾶσαν δόξαν δεῖ κάειν, ἀλλὰ κατὰ τὴν ὀρθήν; αὕτη δ᾽ ἐστὶν ᾗ ἐπεφύκει ἕκαστον κάεσθαί τε καὶ κάειν καὶ ᾧ ἐπεφύκει; ἔστι ταῦτα. οὐκοῦν καὶ τἆλλα οὕτω; πάνυ γε. ἆρ᾽ οὖν οὐ καὶ τὸ λέγειν μία τις τῶν πράξεών ἐστιν; ναί. πότερον οὖν ᾗ ἄν τῳ δοκῇ λεκτέον εἶναι, ταύτῃ
"
19,.387c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D387c,"λέγων ὀρθῶς λέξει, ἢ ἐὰν μὲν ᾗ πέφυκε τὰ πράγματα λέγειν τε καὶ λέγεσθαι καὶ ᾧ, ταύτῃ καὶ τούτῳ λέγῃ, πλέον τέ τι ποιήσει καὶ ἐρεῖ: ἂν δὲ μή, ἐξαμαρτήσεταί τε καὶ οὐδὲν ποιήσει; οὕτω μοι δοκεῖ ὡς λέγεις. οὐκοῦν τοῦ λέγειν μόριον τὸ ὀνομάζειν; διονομάζοντες γάρ που λέγουσι τοὺς λόγους. πάνυ γε. οὐκοῦν καὶ τὸ ὀνομάζειν πρᾶξίς τίς ἐστιν, εἴπερ καὶ τὸ λέγειν πρᾶξίς τις ἦν περὶ τὰ πράγματα; ναί.
"
20,.387d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D387d," αἱ δὲ πράξεις ἐφάνησαν ἡμῖν οὐ πρὸς ἡμᾶς οὖσαι, ἀλλ᾽ αὑτῶν τινα ἰδίαν φύσιν ἔχουσαι; ἔστι ταῦτα. οὐκοῦν καὶ ὀνομαστέον ἐστὶν ᾗ πέφυκε τὰ πράγματα ὀνομάζειν τε καὶ ὀνομάζεσθαι καὶ ᾧ, ἀλλ᾽ οὐχ ᾗ ἂν ἡμεῖς βουληθῶμεν, εἴπερ τι τοῖς ἔμπροσθεν μέλλει ὁμολογούμενον εἶναι; καὶ οὕτω μὲν ἂν πλέον τι ποιοῖμεν καὶ ὀνομάζοιμεν, ἄλλως δὲ οὔ; φαίνεταί μοι. φέρε δή, ὃ ἔδει τέμνειν, ἔδει τῳ, φαμέν, τέμνειν; ναί.
"
21,.387e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D387e," καὶ ὃ ἔδει κερκίζειν, ἔδει τῳ κερκίζειν; καὶ ὃ ἔδει τρυπᾶν, ἔδει τῳ τρυπᾶν; πάνυ γε. καὶ ὃ ἔδει δὴ ὀνομάζειν, ἔδει τῳ ὀνομάζειν;
"
22,.388a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D388a," ἔστι ταῦτα. τί δὲ ἦν ἐκεῖνο ᾧ ἔδει τρυπᾶν; τρύπανον. τί δὲ ᾧ κερκίζειν; κερκίς. τί δὲ ᾧ ὀνομάζειν; ὄνομα. εὖ λέγεις. ὄργανον ἄρα τί ἐστι καὶ τὸ ὄνομα. πάνυ γε. εἰ οὖν ἐγὼ ἐροίμην τί ἦν ὄργανον ἡ κερκίς; οὐχ ᾧ κερκίζομεν; ναί.
"
23,.388b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D388b," κερκίζοντες δὲ τί δρῶμεν; οὐ τὴν κρόκην καὶ τοὺς στήμονας συγκεχυμένους διακρίνομεν; ναί. οὐκοῦν καὶ περὶ τρυπάνου ἕξεις οὕτως εἰπεῖν καὶ περὶ τῶν ἄλλων; πάνυ γε. ἔχεις δὴ καὶ περὶ ὀνόματος οὕτως εἰπεῖν; ὀργάνῳ ὄντι τῷ ὀνόματι ὀνομάζοντες τί ποιοῦμεν; οὐκ ἔχω λέγειν. ἆρ᾽ οὐ διδάσκομέν τι ἀλλήλους καὶ τὰ πράγματα διακρίνομεν ᾗ ἔχει; πάνυ γε. ὄνομα ἄρα διδασκαλικόν τί ἐστιν ὄργανον καὶ
"
24,.388c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D388c,"διακριτικὸν τῆς οὐσίας ὥσπερ κερκὶς ὑφάσματος. ναί. ὑφαντικὸν δέ γε ἡ κερκίς; πῶς δ᾽ οὔ; ὑφαντικὸς μὲν ἄρα κερκίδι καλῶς χρήσεται, καλῶς δ᾽ ἐστὶν ὑφαντικῶς: διδασκαλικὸς δὲ ὀνόματι, καλῶς δ᾽ ἐστὶ διδασκαλικῶς. ναί. τῷ τίνος οὖν ἔργῳ ὁ ὑφάντης καλῶς χρήσεται ὅταν τῇ κερκίδι χρῆται; τῷ τοῦ τέκτονος. πᾶς δὲ τέκτων ἢ ὁ τὴν τέχνην ἔχων; ὁ τὴν τέχνην.
"
25,.388d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D388d," τῷ τίνος δὲ ἔργῳ ὁ τρυπητὴς καλῶς χρήσεται ὅταν τῷ τρυπάνῳ χρῆται; τῷ τοῦ χαλκέως. ἆρ᾽ οὖν πᾶς χαλκεὺς ἢ ὁ τὴν τέχνην ἔχων; ὁ τὴν τέχνην. εἶεν. τῷ δὲ τίνος ἔργῳ ὁ διδασκαλικὸς χρήσεται ὅταν τῷ ὀνόματι χρῆται; οὐδὲ τοῦτ᾽ ἔχω. οὐδὲ τοῦτό γ᾽ ἔχεις εἰπεῖν, τίς παραδίδωσιν ἡμῖν τὰ ὀνόματα οἷς χρώμεθα; οὐ δῆτα. ἆρ᾽ οὐχὶ ὁ νόμος δοκεῖ σοι εἶναι ὁ παραδιδοὺς αὐτά; ἔοικεν.
"
26,.388e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D388e," νομοθέτου ἄρα ἔργῳ χρήσεται ὁ διδασκαλικὸς ὅταν ὀνόματι χρῆται; δοκεῖ μοι. νομοθέτης δέ σοι δοκεῖ πᾶς εἶναι ἀνὴρ ἢ ὁ τὴν τέχνην ἔχων; ὁ τὴν τέχνην. οὐκ ἄρα παντὸς ἀνδρός, ὦ Ἑρμόγενες, ὄνομα θέσθαι
"
27,.389a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D389a,"ἐστὶν ἀλλά τινος ὀνοματουργοῦ: οὗτος δ᾽ ἐστίν, ὡς ἔοικεν, ὁ νομοθέτης, ὃς δὴ τῶν δημιουργῶν σπανιώτατος ἐν ἀνθρώποις γίγνεται. ἔοικεν. ἴθι δή, ἐπίσκεψαι ποῖ βλέπων ὁ νομοθέτης τὰ ὀνόματα τίθεται: ἐκ τῶν ἔμπροσθεν δὲ ἀνάσκεψαι. ποῖ βλέπων ὁ τέκτων τὴν κερκίδα ποιεῖ; ἆρ᾽ οὐ πρὸς τοιοῦτόν τι ὃ ἐπεφύκει κερκίζειν; πάνυ γε.
"
28,.389b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D389b," τί δέ; ἂν καταγῇ αὐτῷ ἡ κερκὶς ποιοῦντι, πότερον πάλιν ποιήσει ἄλλην πρὸς τὴν κατεαγυῖαν βλέπων, ἢ πρὸς ἐκεῖνο τὸ εἶδος πρὸς ὅπερ καὶ ἣν κατέαξεν ἐποίει; πρὸς ἐκεῖνο, ἔμοιγε δοκεῖ. οὐκοῦν ἐκεῖνο δικαιότατ᾽ ἂν αὐτὸ ὃ ἔστιν κερκὶς καλέσαιμεν; ἔμοιγε δοκεῖ. οὐκοῦν ἐπειδὰν δέῃ λεπτῷ ἱματίῳ ἢ παχεῖ ἢ λινῷ ἢ ἐρεῷ ἢ ὁποιῳοῦν τινι κερκίδα ποιεῖν, πάσας μὲν δεῖ τὸ τῆς κερκίδος ἔχειν εἶδος, οἵα δ᾽ ἑκάστῳ καλλίστη ἐπεφύκει,
"
29,.389c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D389c,"ταύτην ἀποδιδόναι τὴν φύσιν εἰς τὸ ἔργον ἕκαστον; ναί. καὶ περὶ τῶν ἄλλων δὴ ὀργάνων ὁ αὐτὸς τρόπος: τὸ φύσει ἑκάστῳ πεφυκὸς ὄργανον ἐξευρόντα δεῖ ἀποδοῦναι εἰς ἐκεῖνο ἐξ οὗ ἂν ποιῇ τὸ ἔργον, οὐχ οἷον ἂν αὐτὸς βουληθῇ, ἀλλ᾽ οἷον ἐπεφύκει. τὸ φύσει γὰρ ἑκάστῳ, ὡς ἔοικε, τρύπανον πεφυκὸς εἰς τὸν σίδηρον δεῖ ἐπίστασθαι τιθέναι. πάνυ γε. καὶ τὴν φύσει κερκίδα ἑκάστῳ πεφυκυῖαν εἰς ξύλον. ἔστι ταῦτα.
"
30,.389d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D389d," φύσει γὰρ ἦν ἑκάστῳ εἴδει ὑφάσματος, ὡς ἔοικεν, ἑκάστη κερκίς, καὶ τἆλλα οὕτως. ναί. ἆρ᾽ οὖν, ὦ βέλτιστε, καὶ τὸ ἑκάστῳ φύσει πεφυκὸς ὄνομα τὸν νομοθέτην ἐκεῖνον εἰς τοὺς φθόγγους καὶ τὰς συλλαβὰς δεῖ ἐπίστασθαι τιθέναι, καὶ βλέποντα πρὸς αὐτὸ ἐκεῖνο ὃ ἔστιν ὄνομα, πάντα τὰ ὀνόματα ποιεῖν τε καὶ τίθεσθαι, εἰ μέλλει κύριος εἶναι ὀνομάτων θέτης; εἰ δὲ μὴ εἰς τὰς αὐτὰς συλλαβὰς ἕκαστος ὁ νομοθέτης τίθησιν, οὐδὲν
"
31,.389e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D389e,"δεῖ τοῦτο ἀμφιγνοεῖν: οὐδὲ γὰρ εἰς τὸν αὐτὸν σίδηρον ἅπας χαλκεὺς τίθησιν, τοῦ αὐτοῦ ἕνεκα ποιῶν τὸ αὐτὸ ὄργανον: ἀλλ᾽ ὅμως, ἕως ἂν τὴν αὐτὴν ἰδέαν ἀποδιδῷ, ἐάντε
"
32,.390a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0171%3atext%3dCrat.%3Asection%3D390a,"ἐν ἄλλῳ σιδήρῳ, ὅμως ὀρθῶς ἔχει τὸ ὄργανον, ἐάντε ἐνθάδε ἐάντε ἐν βαρβάροις τις ποιῇ. ἦ γάρ; πάνυ γε. οὐκοῦν οὕτως ἀξιώσεις καὶ τὸν νομοθέτην τόν τε ἐνθάδε καὶ τὸν ἐν τοῖς βαρβάροις, ἕως ἂν τὸ τοῦ ὀνόματος εἶδος ἀποδιδῷ τὸ προσῆκον ἑκάστῳ ἐν ὁποιαισοῦν συλλαβαῖς, οὐδὲν χείρω νομοθέτην εἶναι τὸν ἐνθάδε ἢ τὸν ὁπουοῦν ἄλλοθι; πάνυ γε.
"
